年月日,時刻コード,始値（円/kWh）,高値（円/kWh）,安値（円/kWh）,終値（円/kWh）,平均（円/kWh）,約定量合計（MWh/h）,約定件数
2020/04/01,46,9.54,9.54,4.34,6.66,6.91,284.0,82
2020/04/01,47,9.61,9.61,4.04,8.36,7.21,274.5,88
2020/04/01,48,9.28,10.42,3.44,10.42,7.06,236.6,83
2020/04/02,1,3.83,9.21,3.83,9.21,6.01,125.0,35
2020/04/02,2,3.63,7.23,3.63,7.23,6.14,165.8,38
2020/04/02,3,4.03,7.21,4.03,6.71,6.04,140.7,35
2020/04/02,4,4.03,7.21,4.03,6.75,5.98,127.6,36
2020/04/02,5,4.04,7.17,4.04,6.70,5.93,124.3,33
2020/04/02,6,4.21,7.17,4.21,6.62,5.94,131.3,34
2020/04/02,7,4.30,7.13,4.30,5.84,5.88,122.9,32
2020/04/02,8,4.41,7.23,4.41,4.56,5.93,123.8,35
2020/04/02,9,4.26,7.25,4.26,4.58,5.89,119.0,35
2020/04/02,10,4.44,7.25,4.44,7.05,5.98,114.2,30
2020/04/02,11,7.75,7.75,4.87,7.60,6.16,132.5,39
2020/04/02,12,4.87,8.48,4.87,8.45,6.55,138.6,37
2020/04/02,13,4.87,8.63,4.87,8.41,6.44,132.5,37
2020/04/02,14,4.87,8.72,4.87,4.95,6.30,175.0,41
2020/04/02,15,4.87,8.71,4.56,4.90,6.43,127.8,40
2020/04/02,16,4.21,10.71,4.21,4.21,6.84,116.0,39
2020/04/02,17,6.50,11.40,4.21,11.40,6.55,107.2,39
2020/04/02,18,5.99,9.89,4.21,6.50,6.50,119.0,48
2020/04/02,19,3.60,12.79,3.60,4.04,6.80,154.1,54
2020/04/02,20,5.97,10.02,0.01,3.85,5.75,159.5,58
2020/04/02,21,5.23,9.53,0.01,6.46,5.77,271.5,54
2020/04/02,22,5.16,9.53,0.01,6.40,5.90,257.3,53
2020/04/02,23,5.13,9.53,0.01,6.37,5.86,239.2,54
2020/04/02,24,5.13,9.53,0.01,6.37,5.78,216.1,51
2020/04/02,25,1.00,6.99,0.01,1.02,4.16,528.1,120
2020/04/02,26,0.87,6.99,0.01,5.82,2.71,595.0,118
2020/04/02,27,5.14,7.55,0.01,2.94,5.27,428.4,96
2020/04/02,28,5.22,6.60,0.01,3.26,5.27,468.6,110
2020/04/02,29,5.62,6.77,0.01,6.42,5.47,433.5,103
2020/04/02,30,5.62,6.76,0.01,4.56,5.40,367.9,100
2020/04/02,31,0.01,6.78,0.01,3.84,3.99,309.1,111
2020/04/02,32,5.83,7.17,3.16,4.27,5.57,394.8,111
2020/04/02,33,5.99,9.57,3.39,4.47,6.53,686.4,133
2020/04/02,34,7.03,7.75,3.93,5.05,6.01,469.2,110
2020/04/02,35,8.68,9.42,4.77,6.52,7.90,638.8,134
2020/04/02,36,9.26,9.67,3.64,7.83,8.14,616.8,133
2020/04/02,37,9.74,9.91,3.17,9.91,7.45,839.6,137
2020/04/02,38,9.64,9.81,5.00,7.77,8.23,577.5,149
2020/04/02,39,9.59,9.76,5.00,7.72,8.11,714.3,143
2020/04/02,40,8.91,9.34,4.43,7.04,8.14,695.2,129
2020/04/02,41,8.93,9.50,5.00,7.09,8.06,639.6,120
2020/04/02,42,8.92,9.37,3.60,6.90,8.53,689.2,116
2020/04/02,43,8.75,9.14,5.00,5.95,8.14,944.5,145
2020/04/02,44,8.75,9.45,2.68,7.48,7.30,1092.0,166
2020/04/02,45,8.67,9.42,4.46,9.24,7.96,969.5,168
2020/04/02,46,8.65,9.20,3.79,7.97,7.66,1202.0,189
2020/04/02,47,8.52,9.28,3.77,4.48,7.67,622.0,143
2020/04/02,48,4.43,9.18,3.93,4.46,7.11,178.4,74
2020/04/03,1,7.40,7.54,4.04,4.46,6.99,49.0,27
2020/04/03,2,7.14,8.71,4.04,4.46,5.84,83.0,28
2020/04/03,3,4.09,6.95,4.09,4.46,6.06,171.3,38
2020/04/03,4,4.04,7.20,4.04,6.61,6.15,147.8,37
2020/04/03,5,4.04,7.91,4.04,7.26,6.43,213.8,42
2020/04/03,6,4.27,8.75,4.27,6.72,6.64,272.6,46
2020/04/03,7,7.23,9.16,4.58,7.21,6.48,290.0,54
2020/04/03,8,7.26,9.17,4.68,6.79,6.19,424.4,61
2020/04/03,9,7.42,9.20,4.68,6.92,6.34,434.8,64
2020/04/03,10,7.12,9.20,5.07,6.81,6.42,364.4,57
2020/04/03,11,7.67,9.43,4.70,5.52,6.39,275.7,63
2020/04/03,12,7.05,8.35,5.59,5.59,6.50,399.7,65
2020/04/03,13,6.96,9.76,5.03,5.87,6.08,382.5,66
2020/04/03,14,8.06,9.49,4.56,5.80,5.94,382.3,67
2020/04/03,15,7.87,9.30,4.95,5.00,6.63,243.0,40
2020/04/03,16,7.54,8.92,4.30,4.46,7.59,73.9,25
2020/04/03,17,6.50,7.19,4.11,6.93,5.24,124.2,57
2020/04/03,18,6.50,6.97,4.11,6.13,5.20,290.1,55
2020/04/03,19,4.21,6.37,3.54,3.54,4.96,145.9,54
2020/04/03,20,3.55,6.18,3.45,3.45,4.51,46.7,36
2020/04/03,21,3.44,6.06,2.94,5.80,5.02,81.2,44
2020/04/03,22,3.44,6.82,2.92,6.82,5.39,135.4,42
2020/04/03,23,3.72,8.87,2.68,5.35,5.19,254.3,75
2020/04/03,24,3.58,5.81,3.50,4.88,4.60,48.3,43
2020/04/03,25,2.74,4.10,1.00,2.15,3.33,225.8,82
2020/04/03,26,2.29,4.00,1.00,3.90,3.25,236.6,80
2020/04/03,27,3.18,7.23,3.18,5.53,4.79,59.6,46
2020/04/03,28,3.35,6.48,3.35,3.35,4.99,138.7,54
2020/04/03,29,3.35,8.87,3.35,3.46,5.22,127.8,68
2020/04/03,30,3.44,6.77,3.44,3.54,5.20,130.7,67
2020/04/03,31,3.44,7.60,3.44,6.15,4.65,83.2,59
2020/04/03,32,3.89,7.60,3.50,3.79,5.50,129.6,81
2020/04/03,33,4.43,7.58,3.50,4.53,5.47,358.1,93
2020/04/03,34,7.57,8.69,3.50,4.46,6.50,196.5,98
2020/04/03,35,6.93,10.03,4.46,6.78,7.28,173.8,96
2020/04/03,36,9.49,11.10,4.94,6.93,7.50,503.0,132
2020/04/03,37,9.71,11.39,4.95,4.95,7.79,382.7,89
2020/04/03,38,9.71,11.39,4.95,4.95,8.42,302.4,95
2020/04/03,39,9.72,11.33,4.95,9.06,7.57,433.5,88
2020/04/03,40,9.72,11.26,4.95,9.57,8.61,432.9,95
2020/04/03,41,9.69,10.78,4.95,5.18,8.42,437.3,82
2020/04/03,42,10.78,10.78,4.95,5.18,8.70,407.9,78
2020/04/03,43,10.52,10.52,4.86,5.18,7.14,598.8,69
2020/04/03,44,5.51,10.16,4.86,7.89,7.59,267.2,57
2020/04/03,45,5.30,9.67,4.70,8.01,6.70,308.9,70
2020/04/03,46,4.87,9.33,4.50,6.98,6.79,301.6,62
2020/04/03,47,5.77,9.40,4.50,7.74,6.50,235.3,62
2020/04/03,48,7.56,9.17,3.74,7.24,6.71,147.4,63
2020/04/04,1,7.10,7.62,4.46,4.46,6.28,121.3,38
2020/04/04,2,7.72,7.72,4.32,4.46,6.45,130.7,35
2020/04/04,3,6.95,7.63,3.91,6.75,6.50,189.4,43
2020/04/04,4,7.32,8.46,4.32,7.32,6.99,134.5,39
2020/04/04,5,7.48,8.20,4.87,7.48,7.60,177.0,43
2020/04/04,6,7.98,7.99,5.20,5.89,7.23,199.3,41
2020/04/04,7,8.13,8.13,4.59,6.16,5.87,580.2,70
2020/04/04,8,8.20,8.20,4.59,7.37,5.77,563.6,83
2020/04/04,9,8.07,8.07,4.59,5.98,5.72,600.0,91
2020/04/04,10,8.01,8.01,4.59,6.25,5.68,569.8,90
2020/04/04,11,7.74,7.74,4.59,6.00,5.66,491.8,81
2020/04/04,12,6.03,7.83,4.68,5.80,6.14,226.8,46
2020/04/04,13,6.50,7.91,5.00,6.60,6.65,230.3,54
2020/04/04,14,5.49,6.47,3.79,6.16,5.67,133.2,46
2020/04/04,15,5.14,6.13,3.24,6.13,5.13,66.8,24
2020/04/04,16,5.00,6.06,2.00,5.96,3.73,167.6,40
2020/04/04,17,4.37,5.55,0.71,2.50,3.98,493.0,88
2020/04/04,18,3.79,6.50,0.01,6.50,2.70,613.1,103
2020/04/04,19,0.01,4.17,0.01,3.28,0.90,496.3,113
2020/04/04,20,0.01,3.90,0.01,3.58,0.88,481.4,114
2020/04/04,21,0.01,4.10,0.01,1.82,0.68,535.1,110
2020/04/04,22,0.01,4.00,0.01,4.00,0.92,479.4,110
2020/04/04,23,3.50,3.50,0.01,0.50,0.78,509.7,126
2020/04/04,24,3.50,3.50,0.01,0.50,0.77,314.6,101
2020/04/04,25,3.50,4.00,0.01,4.00,0.80,338.8,118
2020/04/04,26,3.50,4.00,0.01,4.00,0.77,340.1,121
2020/04/04,27,3.50,4.10,0.01,0.01,0.61,415.2,130
2020/04/04,28,0.01,4.10,0.01,0.01,0.49,597.9,146
2020/04/04,29,0.01,6.50,0.01,0.01,2.66,758.0,144
2020/04/04,30,0.01,6.50,0.01,2.92,3.16,632.6,131
2020/04/04,31,0.01,6.50,0.01,4.09,1.13,373.2,110
2020/04/04,32,0.01,5.87,0.01,5.75,3.09,475.5,119
2020/04/04,33,5.32,6.24,0.01,6.14,3.81,199.9,55
2020/04/04,34,6.32,6.32,1.50,5.47,4.49,163.7,52
2020/04/04,35,6.73,8.87,3.00,5.52,5.78,330.6,68
2020/04/04,36,6.88,7.30,3.00,7.30,4.96,137.0,50
2020/04/04,37,7.30,8.60,4.00,5.64,6.35,181.1,62
2020/04/04,38,7.59,8.59,4.00,8.00,6.64,161.6,55
2020/04/04,39,7.37,8.79,4.00,5.71,6.61,173.7,63
2020/04/04,40,7.15,8.41,4.00,5.49,6.68,163.5,55
2020/04/04,41,8.14,8.49,4.00,5.50,6.07,130.0,56
2020/04/04,42,7.92,8.64,4.00,5.74,6.12,123.8,59
2020/04/04,43,6.97,7.77,4.00,5.64,5.92,122.9,57
2020/04/04,44,6.63,7.98,4.00,7.01,6.34,158.3,48
2020/04/04,45,6.52,6.84,4.00,5.89,5.88,105.3,39
2020/04/04,46,6.52,6.84,4.00,5.89,5.85,129.9,53
2020/04/04,47,6.09,6.49,3.89,5.92,6.07,204.3,56
2020/04/04,48,5.94,7.27,3.10,5.78,5.95,126.2,40
2020/04/05,1,4.31,6.82,4.04,4.30,5.61,138.7,21
2020/04/05,2,5.99,5.99,3.76,4.40,5.40,134.6,28
2020/04/05,3,4.14,6.65,3.72,4.40,5.52,151.4,29
2020/04/05,4,4.14,6.81,3.72,6.03,5.36,128.9,28
2020/04/05,5,5.99,6.65,3.31,5.71,5.90,254.5,46
2020/04/05,6,5.99,7.40,3.71,5.71,6.06,251.5,48
2020/04/05,7,4.33,7.38,3.90,7.38,6.30,291.0,46
2020/04/05,8,5.99,7.13,3.91,7.05,6.28,315.8,51
2020/04/05,9,4.32,7.77,3.93,7.31,6.31,247.8,45
2020/04/05,10,5.99,9.87,3.84,9.87,6.61,285.1,47
2020/04/05,11,5.99,7.77,3.78,4.21,6.09,251.3,47
2020/04/05,12,5.99,7.05,3.00,3.00,5.76,259.0,57
2020/04/05,13,6.30,6.30,3.73,4.80,5.18,144.5,36
2020/04/05,14,5.99,6.18,3.21,4.20,5.07,279.7,65
2020/04/05,15,5.71,5.92,2.93,4.20,5.09,248.3,42
2020/04/05,16,5.38,6.18,2.21,5.50,4.46,420.6,60
2020/04/05,17,5.72,5.82,0.01,3.00,4.51,450.1,77
2020/04/05,18,0.53,6.07,0.01,3.00,2.18,323.3,67
2020/04/05,19,1.00,6.07,0.01,3.03,2.71,317.7,72
2020/04/05,20,0.01,6.07,0.01,3.49,1.47,487.7,95
2020/04/05,21,0.01,6.05,0.01,0.01,0.94,700.0,135
2020/04/05,22,0.01,6.00,0.01,1.65,1.46,787.1,126
2020/04/05,23,0.01,5.96,0.01,0.01,1.19,718.2,113
2020/04/05,24,0.01,5.98,0.01,0.01,1.25,723.7,110
2020/04/05,25,0.01,6.07,0.01,2.07,1.23,745.2,120
2020/04/05,26,0.01,6.07,0.01,2.12,0.84,690.1,106
2020/04/05,27,0.01,6.07,0.01,0.01,1.02,720.6,109
2020/04/05,28,0.01,6.07,0.01,0.01,0.79,667.7,116
2020/04/05,29,0.01,6.07,0.01,0.01,0.70,650.7,108
2020/04/05,30,0.01,6.87,0.01,6.87,1.52,803.0,151
2020/04/05,31,0.01,6.20,0.01,6.20,2.47,373.1,94
2020/04/05,32,6.47,6.47,0.01,6.27,4.69,319.5,58
2020/04/05,33,1.92,6.94,0.92,6.94,4.84,301.5,76
2020/04/05,34,5.99,7.56,1.44,4.06,5.10,336.4,96
2020/04/05,35,7.03,9.17,2.43,9.17,6.55,723.5,122
2020/04/05,36,7.87,10.53,3.00,7.08,7.40,853.4,139
2020/04/05,37,9.72,10.97,3.43,10.30,7.99,768.6,131
2020/04/05,38,9.73,10.97,5.36,8.90,8.28,628.9,107
2020/04/05,39,9.73,11.00,3.71,8.56,7.82,658.2,120
2020/04/05,40,9.68,9.86,3.43,8.56,7.71,664.0,111
2020/04/05,41,9.31,9.32,3.18,8.57,7.71,616.2,118
2020/04/05,42,9.31,9.31,3.18,9.31,7.26,261.2,77
2020/04/05,43,9.81,9.81,3.49,8.88,7.16,240.5,68
2020/04/05,44,8.44,8.88,3.04,8.88,7.42,507.2,93
2020/04/05,45,8.14,8.64,3.58,8.64,6.46,245.6,60
2020/04/05,46,7.69,8.54,3.19,7.19,6.25,230.6,54
2020/04/05,47,7.02,7.02,3.00,7.02,5.40,169.0,64
2020/04/05,48,6.30,6.60,2.15,4.17,5.01,172.8,74
2020/04/06,1,5.49,6.54,3.71,3.71,6.05,64.8,19
2020/04/06,2,6.30,6.65,3.54,6.25,6.28,41.0,18
2020/04/06,3,10.38,10.38,3.62,3.62,6.33,40.2,21
2020/04/06,4,10.36,10.36,3.62,3.62,6.48,35.9,22
2020/04/06,5,10.38,10.38,3.62,3.62,6.48,135.0,30
2020/04/06,6,10.39,10.39,3.71,7.78,6.40,173.5,33
2020/04/06,7,6.47,7.08,4.32,7.08,5.66,328.9,39
2020/04/06,8,6.47,7.07,4.31,7.07,5.09,504.4,49
2020/04/06,9,6.59,7.08,4.33,5.98,5.33,441.3,48
2020/04/06,10,6.59,7.80,4.00,7.80,5.31,386.8,44
2020/04/06,11,6.86,9.00,4.32,4.32,7.46,277.6,53
2020/04/06,12,7.14,8.35,4.56,6.71,6.50,564.2,73
2020/04/06,13,10.85,10.85,4.85,6.45,6.45,460.4,78
2020/04/06,14,7.09,8.35,4.56,5.13,6.30,269.5,64
2020/04/06,15,7.08,7.41,3.91,5.06,6.08,130.5,33
2020/04/06,16,8.79,9.95,3.75,5.54,6.20,241.6,43
2020/04/06,17,5.05,7.02,3.69,5.40,5.04,285.7,55
2020/04/06,18,6.20,6.62,3.52,5.82,5.07,286.1,58
2020/04/06,19,9.89,9.89,3.52,5.30,4.92,520.5,76
2020/04/06,20,5.89,9.89,3.00,5.40,4.85,451.4,74
2020/04/06,21,8.42,8.42,3.00,5.20,4.78,203.3,59
2020/04/06,22,5.26,5.80,2.36,5.06,4.69,99.6,55
2020/04/06,23,5.38,6.18,0.01,6.18,4.94,269.9,77
2020/04/06,24,4.18,6.18,0.01,4.12,3.93,178.0,71
2020/04/06,25,0.01,5.21,0.01,0.01,2.35,615.2,137
2020/04/06,26,1.94,5.79,0.01,0.10,2.66,734.5,161
2020/04/06,27,5.52,7.35,0.01,2.24,3.36,225.0,70
2020/04/06,28,5.70,6.92,0.01,2.92,5.07,136.6,79
2020/04/06,29,5.63,6.98,3.03,4.39,5.60,147.2,74
2020/04/06,30,4.73,6.63,3.24,3.75,5.14,246.8,66
2020/04/06,31,5.17,6.65,3.68,4.02,5.87,189.9,84
2020/04/06,32,5.49,6.66,3.88,4.34,5.84,138.0,58
2020/04/06,33,6.83,8.95,4.33,5.00,7.38,197.0,76
2020/04/06,34,6.97,8.59,4.82,5.26,7.31,394.9,91
2020/04/06,35,12.71,12.71,4.21,4.21,7.81,653.4,127
2020/04/06,36,9.33,14.26,5.00,14.26,8.38,844.9,150
2020/04/06,37,9.55,11.66,5.51,5.51,8.82,609.8,124
2020/04/06,38,9.55,12.97,5.79,12.97,8.92,566.5,117
2020/04/06,39,9.33,10.45,5.00,10.45,7.86,298.0,79
2020/04/06,40,10.10,12.97,5.00,11.10,8.36,418.0,96
2020/04/06,41,10.10,12.97,4.32,9.40,7.74,470.3,93
2020/04/06,42,9.31,11.11,5.00,8.62,8.11,209.8,77
2020/04/06,43,9.71,12.58,5.00,8.48,7.72,256.0,80
2020/04/06,44,9.62,12.49,5.00,5.00,7.15,365.0,80
2020/04/06,45,8.36,8.51,5.00,8.51,7.37,553.3,110
2020/04/06,46,7.24,10.92,4.86,8.23,7.25,486.9,97
2020/04/06,47,7.11,7.93,4.86,7.93,6.93,445.1,87
2020/04/06,48,7.04,9.01,4.74,6.20,6.73,531.4,98
2020/04/07,1,6.45,7.07,3.00,4.92,5.91,144.5,41
2020/04/07,2,6.45,6.54,3.00,4.85,5.68,138.5,43
2020/04/07,3,5.00,7.07,3.74,5.88,5.79,148.1,44
2020/04/07,4,5.00,7.91,3.74,7.57,5.86,150.9,48
2020/04/07,5,5.00,7.92,3.74,7.73,6.00,169.8,53
2020/04/07,6,7.08,8.35,4.86,8.35,6.14,168.9,48
2020/04/07,7,6.74,9.20,5.72,9.20,6.97,231.5,53
2020/04/07,8,6.74,9.20,4.48,9.20,6.77,250.6,65
2020/04/07,9,6.74,8.44,5.18,8.44,6.58,256.4,56
2020/04/07,10,6.46,9.00,5.26,8.37,6.52,227.3,51
2020/04/07,11,7.12,9.06,4.85,6.09,6.40,209.0,55
2020/04/07,12,6.84,8.50,4.85,6.84,5.89,133.2,41
2020/04/07,13,6.88,9.12,5.26,7.08,6.09,159.5,47
2020/04/07,14,5.00,7.11,4.86,7.03,5.95,165.4,48
2020/04/07,15,5.00,7.03,4.87,7.03,5.94,184.2,49
2020/04/07,16,5.00,8.66,5.00,6.62,7.25,131.3,34
2020/04/07,17,5.00,6.63,4.53,5.90,5.76,85.5,37
2020/04/07,18,6.00,8.44,4.87,4.87,7.38,174.5,45
2020/04/07,19,5.50,7.61,4.87,4.87,6.12,83.0,37
2020/04/07,20,4.22,8.02,4.00,8.02,6.53,207.7,57
2020/04/07,21,0.01,22.79,0.01,22.79,8.98,300.8,73
2020/04/07,22,0.01,9.87,0.01,3.12,6.43,316.3,69
2020/04/07,23,0.01,6.55,0.01,6.42,5.22,188.6,65
2020/04/07,24,0.01,6.49,0.01,6.19,4.59,153.5,69
2020/04/07,25,0.01,5.80,0.01,0.11,4.07,239.3,74
2020/04/07,26,0.01,6.01,0.01,1.20,2.01,542.2,112
2020/04/07,27,0.01,6.47,0.01,2.98,3.27,272.9,91
2020/04/07,28,0.01,6.33,0.01,6.32,3.77,197.9,75
2020/04/07,29,0.01,6.38,0.01,2.00,3.24,198.1,81
2020/04/07,30,0.01,6.84,0.01,2.04,3.26,208.5,86
2020/04/07,31,5.00,6.80,1.69,5.64,2.74,361.4,95
2020/04/07,32,5.00,10.83,3.00,10.83,6.31,162.6,85
2020/04/07,33,6.00,20.00,3.33,20.00,7.70,689.0,156
2020/04/07,34,6.00,14.36,3.99,4.72,8.59,1144.5,195
2020/04/07,35,8.83,16.93,3.94,4.04,9.74,1294.8,201
2020/04/07,36,8.81,20.03,5.49,5.86,11.78,869.2,134
2020/04/07,37,9.77,16.69,5.50,6.48,10.99,908.6,149
2020/04/07,38,9.77,16.80,5.44,10.08,12.10,840.7,148
2020/04/07,39,9.82,15.77,5.00,9.15,10.56,791.1,128
2020/04/07,40,9.02,15.98,5.00,10.08,10.74,841.3,113
2020/04/07,41,8.96,15.47,5.00,8.96,10.78,823.3,121
2020/04/07,42,8.88,12.48,5.00,9.84,10.34,706.5,104
2020/04/07,43,8.78,15.14,5.00,9.57,11.16,815.4,128
2020/04/07,44,8.71,15.14,5.00,9.20,9.93,803.7,134
2020/04/07,45,8.62,12.31,4.86,9.09,8.02,1076.2,139
2020/04/07,46,6.00,12.31,4.71,8.48,8.23,1013.0,133
2020/04/07,47,6.00,11.63,4.46,8.72,8.00,949.9,130
2020/04/07,48,5.50,15.14,4.19,8.06,8.40,784.2,108
2020/04/08,1,10.66,10.98,5.00,6.47,8.43,730.0,93
2020/04/08,2,10.61,11.79,5.00,5.16,8.53,731.7,123
2020/04/08,3,10.54,11.73,5.00,5.00,8.70,783.3,117
2020/04/08,4,10.55,15.00,5.00,5.02,8.57,806.7,126
2020/04/08,5,5.00,9.89,5.00,7.10,8.34,773.1,92
2020/04/08,6,5.00,9.90,5.00,7.10,8.75,771.5,96
2020/04/08,7,5.00,10.20,5.00,7.10,8.84,742.8,100
2020/04/08,8,5.00,11.44,5.00,7.01,8.98,749.9,121
2020/04/08,9,5.00,11.44,5.00,7.13,9.09,774.1,119
2020/04/08,10,5.00,11.62,4.34,7.08,9.30,775.2,117
2020/04/08,11,5.00,15.14,5.00,5.14,10.20,752.3,120
2020/04/08,12,5.00,11.46,5.00,5.19,8.87,732.4,90
2020/04/08,13,10.98,12.03,5.84,5.93,8.83,654.6,107
2020/04/08,14,5.00,15.45,5.00,5.07,8.88,730.1,118
2020/04/08,15,5.00,9.53,5.00,5.02,7.68,685.8,96
2020/04/08,16,5.00,8.35,5.00,5.34,7.12,727.2,83
2020/04/08,17,5.00,9.55,4.14,4.14,7.68,763.7,108
2020/04/08,18,5.00,9.55,3.90,5.50,7.51,773.1,127
2020/04/08,19,5.00,10.62,4.21,5.65,6.63,1209.9,166
2020/04/08,20,5.00,15.45,3.00,5.57,7.44,1197.3,209
2020/04/08,21,0.01,11.55,0.01,4.46,6.57,1279.4,218
2020/04/08,22,0.01,15.45,0.01,2.15,7.34,1248.8,211
2020/04/08,23,0.01,9.87,0.01,0.71,6.50,1179.2,172
2020/04/08,24,0.01,11.65,0.01,0.01,7.48,1217.1,191
2020/04/08,25,0.01,9.23,0.01,3.00,3.53,1734.1,268
2020/04/08,26,0.01,9.46,0.01,0.01,3.43,1828.7,264
2020/04/08,27,0.01,10.64,0.01,6.01,7.09,1358.4,244
2020/04/08,28,0.01,9.87,0.01,4.84,6.37,1307.0,223
2020/04/08,29,0.01,15.45,0.01,2.00,6.32,1389.3,230
2020/04/08,30,0.01,12.21,0.01,4.19,6.36,1422.8,247
2020/04/08,31,5.00,15.77,0.69,6.61,7.23,1446.4,280
2020/04/08,32,5.00,9.50,3.00,6.71,6.95,1390.0,217
2020/04/08,33,6.00,11.55,3.00,8.27,7.78,1459.8,238
2020/04/08,34,6.00,11.65,3.08,4.21,8.30,1471.9,241
2020/04/08,35,9.51,17.37,3.30,4.23,8.72,1581.5,271
2020/04/08,36,9.58,13.63,4.66,7.16,8.65,1412.6,246
2020/04/08,37,9.78,15.42,4.64,8.87,8.73,1577.0,238
2020/04/08,38,9.70,12.94,4.65,4.87,8.78,1451.6,216
2020/04/08,39,8.92,15.34,4.66,4.66,8.93,1485.1,246
2020/04/08,40,9.72,12.60,4.66,9.19,8.93,1463.8,239
2020/04/08,41,9.73,12.63,4.60,9.03,8.76,1382.9,223
2020/04/08,42,9.61,16.89,4.66,9.10,8.89,1403.9,232
2020/04/08,43,9.46,11.66,4.65,6.01,8.97,946.1,176
2020/04/08,44,9.22,15.45,4.65,5.44,8.75,1069.3,203
2020/04/08,45,9.13,11.65,4.65,6.00,7.94,1092.2,209
2020/04/08,46,5.50,9.62,4.20,7.28,7.05,1298.5,183
2020/04/08,47,5.00,9.53,4.57,6.20,7.27,975.4,165
2020/04/08,48,5.00,15.45,3.99,7.10,7.87,1140.7,207
2020/04/09,1,7.02,7.49,4.43,6.23,6.27,284.2,57
2020/04/09,2,6.60,7.80,4.32,7.80,5.92,310.3,59
2020/04/09,3,5.96,7.42,4.50,6.40,6.33,333.7,60
2020/04/09,4,6.22,7.50,4.00,5.68,5.87,410.3,69
2020/04/09,5,5.68,8.20,4.33,8.20,6.13,410.0,60
2020/04/09,6,6.59,8.50,4.46,6.53,6.44,467.9,74
2020/04/09,7,7.41,8.50,4.44,8.32,6.45,429.3,66
2020/04/09,8,6.93,8.50,4.47,4.47,5.93,543.7,79
2020/04/09,9,6.95,9.21,4.40,4.43,5.79,542.7,83
2020/04/09,10,6.95,9.09,4.41,4.60,5.55,504.7,84
